id,timestamp,android_id,package_name,video_id,video_title,learning_event_type
0,1726896840,e387e38700000003,ai.elimu.analytics,7,akili and me - letter g,
0,1726896840,e387e38700000003,ai.elimu.analytics,33,akili and me - letter i,
0,1726896840,e387e38700000003,ai.elimu.analytics,9,akili and me - jump jump jump,
0,1726896840,e387e38700000003,ai.elimu.analytics,12,akili and me - numbers - one two three song,
0,1726896840,e387e38700000003,ai.elimu.analytics,2,akili and me - letter b,
0,1726896840,e387e38700000003,ai.elimu.analytics,14,akili and me - counting compilation,
0,1726896840,e387e38700000003,ai.elimu.analytics,6,akili and me - letter f,
0,1726896840,e387e38700000003,ai.elimu.analytics,14,akili and me - counting compilation,
0,1726896840,e387e38700000003,ai.elimu.analytics,42,one small step,
0,1726896840,e387e38700000003,ai.elimu.analytics,12,akili and me - numbers - one two three song,
0,1726896840,e387e38700000003,ai.elimu.analytics,14,akili and me - counting compilation,
0,1726896840,e387e38700000003,ai.elimu.analytics,10,akili and me - music,
0,1726896840,e387e38700000003,ai.elimu.analytics,8,akili and me - family,
0,1726896840,e387e38700000003,ai.elimu.analytics,34,akili and me - letter j,
0,1726896840,e387e38700000003,ai.elimu.analytics,34,akili and me - letter j,
0,1726896840,e387e38700000003,ai.elimu.analytics,6,akili and me - letter f,
