id,timestamp,android_id,package_name,video_id,video_title,learning_event_type
0,1726906949619,e387e38700000001,ai.elimu.analytics,7,akili and me - letter g,VIDEO_OPENED
0,1726907006006,e387e38700000001,ai.elimu.analytics,7,akili and me - letter g,VIDEO_CLOSED_BEFORE_COMPLETION
0,1726906949619,e387e38700000001,ai.elimu.analytics,33,akili and me - letter i,VIDEO_OPENED
0,1726906960020,e387e38700000001,ai.elimu.analytics,33,akili and me - letter i,VIDEO_CLOSED_BEFORE_COMPLETION
0,1726906949619,e387e38700000001,ai.elimu.analytics,2,akili and me - letter b,VIDEO_OPENED
0,1726906962565,e387e38700000001,ai.elimu.analytics,2,akili and me - letter b,VIDEO_COMPLETED
0,1726906949620,e387e38700000001,ai.elimu.analytics,11,akili and me - art - drawing rectangles,VIDEO_OPENED
0,1726906982371,e387e38700000001,ai.elimu.analytics,11,akili and me - art - drawing rectangles,VIDEO_CLOSED_BEFORE_COMPLETION
0,1726906949620,e387e38700000001,ai.elimu.analytics,8,akili and me - family,VIDEO_OPENED
0,1726906997699,e387e38700000001,ai.elimu.analytics,8,akili and me - family,VIDEO_COMPLETED
0,1726906949620,e387e38700000001,ai.elimu.analytics,34,akili and me - letter j,VIDEO_OPENED
0,1726906981547,e387e38700000001,ai.elimu.analytics,34,akili and me - letter j,VIDEO_CLOSED_BEFORE_COMPLETION
0,1726906949620,e387e38700000001,ai.elimu.analytics,9,akili and me - jump jump jump,VIDEO_OPENED
0,1726906968761,e387e38700000001,ai.elimu.analytics,9,akili and me - jump jump jump,VIDEO_CLOSED_BEFORE_COMPLETION
0,1726906949620,e387e38700000001,ai.elimu.analytics,10,akili and me - music,VIDEO_OPENED
0,1726906952524,e387e38700000001,ai.elimu.analytics,10,akili and me - music,VIDEO_COMPLETED
0,1726906949621,e387e38700000001,ai.elimu.analytics,4,akili and me - letter d,VIDEO_OPENED
0,1726906974586,e387e38700000001,ai.elimu.analytics,4,akili and me - letter d,VIDEO_COMPLETED
0,1726906949621,e387e38700000001,ai.elimu.analytics,1,akili and me - letter a,VIDEO_OPENED
0,1726907007934,e387e38700000001,ai.elimu.analytics,1,akili and me - letter a,VIDEO_CLOSED_BEFORE_COMPLETION
0,1726906949621,e387e38700000001,ai.elimu.analytics,32,akili and me - letter h,VIDEO_OPENED
0,1726906981077,e387e38700000001,ai.elimu.analytics,32,akili and me - letter h,VIDEO_COMPLETED
0,1726906949621,e387e38700000001,ai.elimu.analytics,6,akili and me - letter f,VIDEO_OPENED
0,1726906973728,e387e38700000001,ai.elimu.analytics,6,akili and me - letter f,VIDEO_CLOSED_BEFORE_COMPLETION
0,1726906949622,e387e38700000001,ai.elimu.analytics,9,akili and me - jump jump jump,VIDEO_OPENED
0,1726907002397,e387e38700000001,ai.elimu.analytics,9,akili and me - jump jump jump,VIDEO_COMPLETED
0,1726906949622,e387e38700000001,ai.elimu.analytics,12,akili and me - numbers - one two three song,VIDEO_OPENED
0,1726907008760,e387e38700000001,ai.elimu.analytics,12,akili and me - numbers - one two three song,VIDEO_COMPLETED
0,1726906949622,e387e38700000001,ai.elimu.analytics,9,akili and me - jump jump jump,VIDEO_OPENED
0,1726906961070,e387e38700000001,ai.elimu.analytics,9,akili and me - jump jump jump,VIDEO_COMPLETED
0,1726906949622,e387e38700000001,ai.elimu.analytics,13,akili and me - the rectangle song,VIDEO_OPENED
0,1726906985578,e387e38700000001,ai.elimu.analytics,13,akili and me - the rectangle song,VIDEO_COMPLETED
0,1726906949622,e387e38700000001,ai.elimu.analytics,6,akili and me - letter f,VIDEO_OPENED
0,1726906990015,e387e38700000001,ai.elimu.analytics,6,akili and me - letter f,VIDEO_COMPLETED
0,1726906949622,e387e38700000001,ai.elimu.analytics,42,one small step,VIDEO_OPENED
0,1726906955945,e387e38700000001,ai.elimu.analytics,42,one small step,VIDEO_COMPLETED
0,1726906949622,e387e38700000001,ai.elimu.analytics,14,akili and me - counting compilation,VIDEO_OPENED
0,1726907006535,e387e38700000001,ai.elimu.analytics,14,akili and me - counting compilation,VIDEO_COMPLETED
