id,timestamp,android_id,package_name,video_id,video_title,learning_event_type,additional_data
0,1759451982922,e387e38700000001,ai.elimu.filamu,1,चिड़िया,VIDEO_OPENED,
0,1759452003148,e387e38700000001,ai.elimu.filamu,1,चिड़िया,VIDEO_COMPLETED,{'video_playback_position_ms': 18110}
0,1759452079384,e387e38700000001,ai.elimu.filamu,1,चिड़िया,VIDEO_OPENED,
0,1759452101065,e387e38700000001,ai.elimu.filamu,1,चिड़िया,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 51077}
0,1759452163702,e387e38700000001,ai.elimu.filamu,1,चिड़िया,VIDEO_OPENED,
0,1759452221300,e387e38700000001,ai.elimu.filamu,1,चिड़िया,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 52996}
0,1759452312213,e387e38700000001,ai.elimu.filamu,1,चिड़िया,VIDEO_OPENED,
0,1759452319811,e387e38700000001,ai.elimu.filamu,1,चिड़िया,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 40918}
0,1759452434963,e387e38700000001,ai.elimu.filamu,1,चिड़िया,VIDEO_OPENED,
0,1759452445821,e387e38700000001,ai.elimu.filamu,1,चिड़िया,VIDEO_COMPLETED,{'video_playback_position_ms': 3945}
0,1759452477223,e387e38700000001,ai.elimu.filamu,1,चिड़िया,VIDEO_OPENED,
0,1759452489885,e387e38700000001,ai.elimu.filamu,1,चिड़िया,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 37778}
0,1759452507018,e387e38700000001,ai.elimu.filamu,1,चिड़िया,VIDEO_OPENED,
0,1759452537954,e387e38700000001,ai.elimu.filamu,1,चिड़िया,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 6239}
0,1759452557615,e387e38700000001,ai.elimu.filamu,1,चिड़िया,VIDEO_OPENED,
0,1759452567421,e387e38700000001,ai.elimu.filamu,1,चिड़िया,VIDEO_COMPLETED,{'video_playback_position_ms': 38390}
