id,timestamp,android_id,package_name,video_id,video_title,learning_event_type
0,1726906435082,e387e38700000001,ai.elimu.analytics,1,piper,VIDEO_OPENED
0,1726906469997,e387e38700000001,ai.elimu.analytics,1,piper,VIDEO_COMPLETED
0,1726906435082,e387e38700000001,ai.elimu.analytics,1,piper,VIDEO_OPENED
0,1726906455094,e387e38700000001,ai.elimu.analytics,1,piper,VIDEO_COMPLETED
0,1726906435082,e387e38700000001,ai.elimu.analytics,1,piper,VIDEO_OPENED
0,1726906447994,e387e38700000001,ai.elimu.analytics,1,piper,VIDEO_CLOSED_BEFORE_COMPLETED
0,1726906435082,e387e38700000001,ai.elimu.analytics,1,piper,VIDEO_OPENED
0,1726906474298,e387e38700000001,ai.elimu.analytics,1,piper,VIDEO_CLOSED_BEFORE_COMPLETED
0,1726906435082,e387e38700000001,ai.elimu.analytics,1,piper,VIDEO_OPENED
0,1726906489395,e387e38700000001,ai.elimu.analytics,1,piper,VIDEO_COMPLETED
0,1726906435082,e387e38700000001,ai.elimu.analytics,1,piper,VIDEO_OPENED
0,1726906454067,e387e38700000001,ai.elimu.analytics,1,piper,VIDEO_CLOSED_BEFORE_COMPLETED
0,1726906435082,e387e38700000001,ai.elimu.analytics,1,piper,VIDEO_OPENED
0,1726906474360,e387e38700000001,ai.elimu.analytics,1,piper,VIDEO_CLOSED_BEFORE_COMPLETED
0,1726906435082,e387e38700000001,ai.elimu.analytics,1,piper,VIDEO_OPENED
0,1726906436625,e387e38700000001,ai.elimu.analytics,1,piper,VIDEO_CLOSED_BEFORE_COMPLETED
0,1726906435082,e387e38700000001,ai.elimu.analytics,1,piper,VIDEO_OPENED
0,1726906438991,e387e38700000001,ai.elimu.analytics,1,piper,VIDEO_COMPLETED
0,1726906435082,e387e38700000001,ai.elimu.analytics,1,piper,VIDEO_OPENED
0,1726906471779,e387e38700000001,ai.elimu.analytics,1,piper,VIDEO_COMPLETED
0,1726906435082,e387e38700000001,ai.elimu.analytics,1,piper,VIDEO_OPENED
0,1726906481432,e387e38700000001,ai.elimu.analytics,1,piper,VIDEO_COMPLETED
0,1726906435082,e387e38700000001,ai.elimu.analytics,1,piper,VIDEO_OPENED
0,1726906449545,e387e38700000001,ai.elimu.analytics,1,piper,VIDEO_CLOSED_BEFORE_COMPLETED
0,1726906435082,e387e38700000001,ai.elimu.analytics,1,piper,VIDEO_OPENED
0,1726906479866,e387e38700000001,ai.elimu.analytics,1,piper,VIDEO_CLOSED_BEFORE_COMPLETED
0,1726906435082,e387e38700000001,ai.elimu.analytics,1,piper,VIDEO_OPENED
0,1726906479020,e387e38700000001,ai.elimu.analytics,1,piper,VIDEO_COMPLETED
0,1726906435082,e387e38700000001,ai.elimu.analytics,1,piper,VIDEO_OPENED
0,1726906480456,e387e38700000001,ai.elimu.analytics,1,piper,VIDEO_COMPLETED
0,1726906435082,e387e38700000001,ai.elimu.analytics,1,piper,VIDEO_OPENED
0,1726906493542,e387e38700000001,ai.elimu.analytics,1,piper,VIDEO_CLOSED_BEFORE_COMPLETED
