id,timestamp,android_id,package_name,video_id
0,1726895091,e387e38700000002,ai.elimu.analytics,0
0,1726895091,e387e38700000002,ai.elimu.analytics,0
0,1726895091,e387e38700000002,ai.elimu.analytics,0
0,1726895091,e387e38700000002,ai.elimu.analytics,0
0,1726895091,e387e38700000002,ai.elimu.analytics,0
0,1726895091,e387e38700000002,ai.elimu.analytics,0
0,1726895091,e387e38700000002,ai.elimu.analytics,0
0,1726895091,e387e38700000002,ai.elimu.analytics,0
0,1726895091,e387e38700000002,ai.elimu.analytics,0
0,1726895091,e387e38700000002,ai.elimu.analytics,0
