id,timestamp,android_id,package_name,video_id,video_title,learning_event_type
0,1726906435098,e387e38700000003,ai.elimu.analytics,1,piper,VIDEO_OPENED
0,1726906487496,e387e38700000003,ai.elimu.analytics,1,piper,VIDEO_COMPLETED
0,1726906435098,e387e38700000003,ai.elimu.analytics,1,piper,VIDEO_OPENED
0,1726906459956,e387e38700000003,ai.elimu.analytics,1,piper,VIDEO_COMPLETED
0,1726906435098,e387e38700000003,ai.elimu.analytics,1,piper,VIDEO_OPENED
0,1726906480467,e387e38700000003,ai.elimu.analytics,1,piper,VIDEO_CLOSED_BEFORE_COMPLETED
0,1726906435103,e387e38700000003,ai.elimu.analytics,1,piper,VIDEO_OPENED
0,1726906490267,e387e38700000003,ai.elimu.analytics,1,piper,VIDEO_CLOSED_BEFORE_COMPLETED
0,1726906435103,e387e38700000003,ai.elimu.analytics,1,piper,VIDEO_OPENED
0,1726906467437,e387e38700000003,ai.elimu.analytics,1,piper,VIDEO_CLOSED_BEFORE_COMPLETED
0,1726906435103,e387e38700000003,ai.elimu.analytics,1,piper,VIDEO_OPENED
0,1726906452234,e387e38700000003,ai.elimu.analytics,1,piper,VIDEO_COMPLETED
0,1726906435103,e387e38700000003,ai.elimu.analytics,1,piper,VIDEO_OPENED
0,1726906492281,e387e38700000003,ai.elimu.analytics,1,piper,VIDEO_CLOSED_BEFORE_COMPLETED
0,1726906435104,e387e38700000003,ai.elimu.analytics,1,piper,VIDEO_OPENED
0,1726906447841,e387e38700000003,ai.elimu.analytics,1,piper,VIDEO_COMPLETED
0,1726906435104,e387e38700000003,ai.elimu.analytics,1,piper,VIDEO_OPENED
0,1726906441954,e387e38700000003,ai.elimu.analytics,1,piper,VIDEO_CLOSED_BEFORE_COMPLETED
0,1726906435105,e387e38700000003,ai.elimu.analytics,1,piper,VIDEO_OPENED
0,1726906446506,e387e38700000003,ai.elimu.analytics,1,piper,VIDEO_CLOSED_BEFORE_COMPLETED
0,1726906435105,e387e38700000003,ai.elimu.analytics,1,piper,VIDEO_OPENED
0,1726906438123,e387e38700000003,ai.elimu.analytics,1,piper,VIDEO_CLOSED_BEFORE_COMPLETED
0,1726906435105,e387e38700000003,ai.elimu.analytics,1,piper,VIDEO_OPENED
0,1726906471169,e387e38700000003,ai.elimu.analytics,1,piper,VIDEO_COMPLETED
0,1726906435105,e387e38700000003,ai.elimu.analytics,1,piper,VIDEO_OPENED
0,1726906437065,e387e38700000003,ai.elimu.analytics,1,piper,VIDEO_CLOSED_BEFORE_COMPLETED
0,1726906435106,e387e38700000003,ai.elimu.analytics,1,piper,VIDEO_OPENED
0,1726906490792,e387e38700000003,ai.elimu.analytics,1,piper,VIDEO_COMPLETED
0,1726906435106,e387e38700000003,ai.elimu.analytics,1,piper,VIDEO_OPENED
0,1726906455812,e387e38700000003,ai.elimu.analytics,1,piper,VIDEO_CLOSED_BEFORE_COMPLETED
